pitch_type,game_date,release_speed,player_name,batter,pitcher,events,description,zone,game_type,stand,p_throws,home_team,away_team,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,estimated_woba_using_speedangle,woba_value,woba_denom,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,home_score_diff,bat_score_diff,home_win_exp
FF,2025-03-30,97.5,"Baker, Bryan",623993,641329,,ball,11,R,L,R,TOR,BAL,,0,1,-0.23,1.66,-0.5177886738980024,3.6389297432292644,,,666182,2,7,Bot,,,,,,97.4,2373,6.3,778525,,,,60,2,3,1,3,1,1,3,3,1,201,0.001,0.027,,,2,2,0.872
SI,2025-03-31,97.5,"Vargas, Carlos",693307,672841,,called_strike,5,R,R,R,SEA,DET,,0,0,-1.26,0.47,0.05741952467067635,2.2490114290647214,,690993,,2,4,Top,,,,,,97.8,2329,6.7,778496,,,,39,1,2,7,7,2,7,2,7,2,216,0.002,-0.04,,,-5,5,0.083
FF,2025-03-31,97.5,"Mlodzinski, Carmen",666624,669387,,called_strike,9,R,R,R,TB,PIT,,0,1,-0.87,1.09,0.5837425142489213,1.807426459569775,,,666018,0,2,Bot,,,,,,97.7,2278,6.4,778508,,,,12,2,0,0,0,0,0,0,0,0,224,-0.009,-0.053,,,0,0,0.584
FF,2025-03-30,97.5,"Bradley, Taj",605361,671737,,ball,14,R,L,R,TB,COL,,0,0,-0.65,1.44,1.002879976074522,2.3479427637476475,,,,1,2,Top,,,,,,97.6,2362,6.3,778524,,,,13,1,2,0,0,2,0,2,0,2,205,-0.003,0.039,,,2,-2,0.721
FF,2025-03-30,97.5,"deGrom, Jacob",692225,594798,double,hit_into_play,6,R,R,R,TEX,BOS,ground_ball,0,2,-0.81,1.29,0.7671704404881953,2.5935505293811225,,,,1,2,Top,213.64,115.2,15,94,-9,98.1,2559,6.8,778516,0.205,1.25,1,9,3,0,0,0,0,0,0,0,0,219,-0.05,0.733,72.1,6.2,0,0,0.53
FF,2025-03-27,97.5,"Wheeler, Zack",663993,554430,,foul,3,R,L,R,WSH,PHI,,0,0,-0.89,1.18,0.7474761931417817,2.945232949872956,,,,1,2,Bot,,,197,70.6,49,98.6,2424,7.1,778555,,,,11,1,0,0,0,0,0,0,0,0,227,-0.003,-0.039,75.8,7.0,0,0,0.528
FF,2025-03-27,97.5,"Skubal, Tarik",606192,669373,,ball,11,R,R,L,LAD,DET,,0,0,0.26,1.45,-0.5171600104932031,4.882009858578298,,,,2,1,Bot,,,,,,98.1,2116,6.3,778546,,,,6,1,0,0,0,0,0,0,0,0,155,0.001,0.037,,,0,0,0.51
FF,2025-03-31,97.5,"Church, Marc",687952,687847,walk,ball,14,R,R,R,CIN,TEX,,3,2,-0.41,1.64,0.6260420221564771,1.3647569763002816,,,,1,5,Bot,,,,,,98.8,2159,7,778511,0.691497,0.7,1,41,8,6,0,6,0,0,6,6,0,193,0.002,0.339,,,6,6,0.976
FF,2025-03-27,97.5,"Kerkering, Orion",663993,689147,,called_strike,1,R,L,R,WSH,PHI,,0,0,-1.28,1.33,-0.3645476486214001,2.7979077421617413,,671277,,1,7,Bot,,,,,,97.5,2290,6.5,778555,,,,46,1,1,2,1,2,2,1,1,2,227,-0.012,-0.038,,,-1,-1,0.409
FF,2025-03-27,97.5,"Alcantara, Sandy",643396,645261,,foul,3,R,R,R,MIA,PIT,,2,2,-1.21,1.27,0.34393917695962894,2.8921184369654265,,,682848,1,3,Top,,,228,77.7,43,96.5,2277,5.9,778562,,,,15,5,0,0,0,0,0,0,0,0,233,0,0,62.9,6.3,0,0,0.502
FF,2025-03-28,97.5,"Bednar, David",689414,670280,,foul,12,R,L,R,MIA,PIT,,0,0,-0.81,1.53,0.904510576199829,3.053802840200382,,,,1,9,Bot,,,,,,97.8,2344,6.7,778548,,,,73,1,3,4,3,4,4,3,3,4,215,-0.01,-0.039,31.7,4.3,-1,-1,0.115
SI,2025-03-27,97.5,"Ferrer, Jose A.",669016,678606,strikeout,called_strike,7,R,L,L,WSH,PHI,,2,2,1.63,0.48,-0.47922235032796046,1.9287399496268363,596146,,592206,1,8,Top,,,,,,97.1,2147,6.3,778555,0,0,1,52,5,1,2,2,1,2,1,2,1,112,0.059,-0.313,,,-1,1,0.196
FF,2025-03-29,97.5,"Luzardo, Jesús",657557,666200,,foul,1,R,R,L,WSH,PHI,,0,1,1.19,1.12,-0.3154759396780593,3.3725978179702865,,,,1,2,Bot,,,,,,96.5,2279,5.8,778535,,,,16,2,2,0,2,0,0,2,2,0,124,-0.002,-0.052,62.2,4.6,2,2,0.729
FF,2025-03-30,97.5,"Burke, Brock",673357,656271,,ball,12,R,R,L,CWS,LAA,,1,2,0.8,1.33,1.7540455952242153,3.929063221266223,,,,2,8,Bot,,,,,,97.4,2363,6.6,778527,,,,60,4,2,3,2,3,3,2,2,3,129,0.005,0.042,,,-1,-1,0.187
FF,2025-03-29,97.5,"Varland, Louis",691026,686973,,swinging_strike,1,R,R,R,STL,MIN,,1,0,-0.45,1.28,-0.3968112027489288,3.210453629635788,676475,671056,691023,1,6,Bot,,,,,,99.2,2138,7.2,778528,,,,47,2,2,1,2,1,1,2,2,1,210,-0.01,-0.053,74.5,7.2,1,1,0.833
SI,2025-03-27,97.5,"Brazobán, Huascar",665161,623211,,ball,13,R,R,R,HOU,NYM,,0,1,-1.58,0.76,-1.4243034144702293,1.6736679392010112,,,673237,2,5,Bot,,,,,,95.8,2243,5.7,778559,,,,44,2,3,0,3,0,0,3,3,0,229,0.001,0.027,,,3,3,0.871
FF,2025-03-30,97.5,"deGrom, Jacob",680776,594798,field_out,hit_into_play,8,R,L,R,TEX,BOS,fly_ball,2,1,-0.88,1.42,0.18279624808803574,2.186726083323536,,,,0,1,Top,74.11,82.08,317,90.7,40,98,2629,7,778516,0.019,0,1,1,4,0,0,0,0,0,0,0,0,225,0.026,-0.305,75.1,7.6,0,0,0.496
FF,2025-03-28,97.5,"Bigge, Hunter",687597,685801,,foul,3,R,R,R,TB,COL,,0,2,-0.28,1.27,0.5043228842625747,3.0133556488994238,,,,0,7,Top,,,,,,99.3,2327,6.7,778560,,,,47,3,0,2,2,0,2,0,2,0,198,0,0,76.2,7.0,-2,2,0.191
FF,2025-03-27,97.5,"Varland, Louis",687363,686973,,ball,14,R,L,R,STL,MIN,,1,0,-0.59,1.34,0.3752647929989643,1.0922949467517926,671056,,,2,6,Bot,,,,,,98.8,1948,7.2,778551,,,,52,2,4,3,4,3,3,4,4,3,221,0.001,0.024,,,1,1,0.733
SI,2025-03-31,97.5,"Hicks, Jordan",670623,663855,field_out,hit_into_play,4,R,R,R,HOU,SF,fly_ball,0,2,-1.33,0.81,-0.34894601864541497,2.5501068768500756,,,514888,1,6,Bot,51.63,103.25,299,93.4,48,97.5,2063,6.6,778505,0.011,0,1,47,3,0,5,0,5,5,0,0,5,216,-0.01,-0.169,72.9,8.4,-5,-5,0.052
FF,2025-03-27,97.5,"Gore, MacKenzie",596146,669022,,ball,11,R,L,L,WSH,PHI,,0,2,0.41,1.65,-1.0292092983256413,2.961669626765171,,,,2,5,Top,,,,,,98.5,2252,7.1,778555,,,,28,3,0,0,0,0,0,0,0,0,155,-0.002,0.022,,,0,0,0.558
SI,2025-03-28,97.5,"Cease, Dylan",542303,656302,single,hit_into_play,5,R,R,R,SD,ATL,ground_ball,0,0,-1.13,1.3,-0.2378049637671602,2.885810771731988,595777,663586,621566,2,3,Top,158.86,94.29,59,89.5,1,96.9,2454,6.4,778542,0.269,0.9,1,24,1,2,0,0,2,2,2,2,2,195,-0.175,0.531,68.7,5.8,2,-2,0.681
FF,2025-03-28,97.5,"Church, Marc",657136,687847,,ball,11,R,R,R,TEX,BOS,,2,1,-0.19,1.65,-1.271236637688966,2.6804296301301886,,677800,,0,7,Top,,,,,,98.2,2187,7,778550,,,,52,4,4,1,1,4,1,4,1,4,197,-0.017,0.115,,,3,-3,0.826
SI,2025-03-27,97.5,"Alcantara, Sandy",663647,645261,,foul,11,R,R,R,MIA,PIT,,1,1,-1.6,0.51,-1.097073307268073,2.620896775816378,,,682848,0,3,Top,,,,,,95.9,2401,5.7,778562,,,,14,3,0,0,0,0,0,0,0,0,236,0.009,-0.07,71.3,6.3,0,0,0.461
FF,2025-03-29,97.5,"Hernández, Carlos",682928,672578,,called_strike,5,R,L,R,WSH,PHI,,3,0,-0.73,1.44,-0.1570483989742394,2.6244159076352522,,,677588,2,8,Bot,,,,,,98.2,2432,7,778535,,,,80,4,5,11,5,11,11,5,5,11,210,0,-0.048,,,-6,-6,0.007
FF,2025-03-27,97.5,"Smith, Cade",686469,671922,field_out,hit_into_play,8,R,L,R,KC,CLE,fly_ball,2,2,-1,1.46,0.15312371394899338,2.0847986019963614,,,,1,6,Bot,55.03,118.3,267,87.9,53,98.9,2296,7.6,778558,0.011,0,1,48,5,3,4,3,4,4,3,3,4,215,-0.025,-0.228,72.2,7.0,-1,-1,0.352
SI,2025-03-28,97.5,"Morejon, Adrian",686948,670970,,foul,3,R,L,L,SD,ATL,,0,0,1.24,0.73,0.680933236396865,3.0572955652694978,542303,,,2,6,Top,,,6,67,-30,96.6,2444,6.3,778542,,,,51,1,3,3,3,3,3,3,3,3,154,0.009,-0.044,61.5,5.2,0,0,0.515
FF,2025-03-28,97.5,"Vest, Will",660271,676684,strikeout,called_strike,4,R,L,R,LAD,DET,,3,2,-0.67,1.2,-0.49443391451573704,2.2020814509884783,,,,1,8,Bot,,,,,,98,2118,6.4,778544,0,0,1,62,7,2,2,2,2,2,2,2,2,211,-0.043,-0.332,,,0,0,0.569
FF,2025-03-28,97.5,"Brown, Hunter",624413,686613,,ball,11,R,R,R,HOU,NYM,,1,1,-0.53,1.65,-0.77903262540674,3.8700623212073926,,,665742,0,6,Top,,,,,,97.3,2429,6.7,778518,,,,38,3,1,3,3,1,3,1,3,1,206,-0.005,0.044,,,-2,2,0.196
SI,2025-03-27,97.5,"Alcantara, Sandy",665833,645261,walk,ball,14,R,L,R,MIA,PIT,,3,0,-1.48,0.74,0.06870791181771319,1.4470523756817957,,,,1,4,Top,,,,,,96.6,2304,6.1,778562,0.691497,0.7,1,23,4,1,0,0,1,0,1,0,1,233,-0.013,0.164,,,1,-1,0.632
FF,2025-03-30,97.5,"Meyer, Max",668804,676974,,ball,11,R,L,R,MIA,PIT,,1,2,-0.67,1.45,-1.3248082760522863,4.3615312577396965,,,,1,1,Top,,,,,,97.5,2434,6.3,778519,,,,2,4,0,0,0,0,0,0,0,0,223,-0.003,0.048,,,0,0,0.527
SI,2025-03-31,97.5,"Hicks, Jordan",670623,663855,,foul,1,R,R,R,HOU,SF,,1,1,-1.29,0.27,-0.4440348970172485,2.782902069401677,,,,1,1,Bot,,,5,98.1,-27,97.4,1794,6.4,778505,,,,5,3,0,0,0,0,0,0,0,0,226,-0.004,-0.064,66.4,8.0,0,0,0.525
SI,2025-03-27,97.5,"Alcantara, Sandy",663647,645261,,called_strike,8,R,R,R,MIA,PIT,,0,0,-1.73,0.52,-0.1552149971418335,1.6864990448728008,,,682848,0,3,Top,,,,,,96.4,2514,6,778562,,,,14,1,0,0,0,0,0,0,0,0,234,0.006,-0.043,,,0,0,0.459
FF,2025-03-31,97.5,"Jobe, Jackson",669208,695549,,ball,12,R,R,R,SEA,DET,,0,1,-0.55,1.65,0.7535592361308314,3.631716750482573,,,670042,2,2,Bot,,,,,,96.7,2309,6,778496,,,,24,2,1,6,1,6,6,1,1,6,208,0.001,0.027,,,-5,-5,0.106
SI,2025-03-31,97.5,"Bautista, Félix",692225,642585,,foul,2,R,R,R,BAL,BOS,,1,0,-0.59,1.72,0.22030682920044786,3.538384659780344,,,,0,9,Top,,,256,87.9,55,98.5,2400,6.8,778512,,,,71,2,8,3,3,8,3,8,3,8,186,0.001,-0.05,72.7,6.1,5,-5,0.993
FF,2025-03-30,97.5,"Bradley, Taj",687597,671737,,called_strike,6,R,R,R,TB,COL,,2,1,-0.52,1.55,0.41594932126872686,2.3593867007715863,,,,2,2,Top,,,,,,97.7,2374,6.4,778524,,,,14,4,2,0,0,2,0,2,0,2,199,0.002,-0.073,,,2,-2,0.736
FF,2025-03-28,97.5,"Brown, Hunter",607043,686613,grounded_into_double_play,hit_into_play,9,R,L,R,HOU,NYM,ground_ball,2,2,-0.58,1.57,0.337324103689145,1.9829337773165525,,665742,624413,0,6,Top,146.75,152.19,4,88.2,-25,97.4,2273,6.9,778518,0.047,0,1,39,5,1,3,3,1,3,1,3,1,210,0.065,-0.3,71.7,7.1,-2,2,0.163
FF,2025-03-28,97.5,"Cease, Dylan",595777,656302,,ball,11,R,L,R,SD,ATL,,1,2,-0.66,1.6,-1.1469202218693972,5.133569897850625,,,,0,5,Top,,,,,,97,2383,6.2,778542,,,,41,4,3,3,3,3,3,3,3,3,196,-0.005,0.043,,,0,0,0.509
FF,2025-03-28,97.5,"Leiter, Jack",646240,683004,strikeout,swinging_strike,12,R,L,R,TEX,BOS,,3,2,-0.46,1.54,0.3705179854877595,3.710260684983909,,,,2,5,Top,,,,,,97.7,2457,6.8,778550,0,0,1,35,6,1,1,1,1,1,1,1,1,209,0.017,-0.328,41.4,5.1,0,0,0.55
FF,2025-03-28,97.5,"Chivilli, Angel",670764,683409,,foul,9,R,L,R,TB,COL,,2,1,-1.55,0.82,0.5353503828131541,1.5559638900452024,643376,676609,676356,1,7,Bot,,,,,,97.7,2481,6.5,778560,,,,56,4,2,2,2,2,2,2,2,2,235,-0.031,-0.097,68.9,7.5,0,0,0.751
FF,2025-03-29,97.5,"Williams, Gavin",624415,668909,field_out,hit_into_play,2,R,L,R,KC,CLE,popup,0,1,-0.98,1.53,0.07845793287161129,3.3948961264868,,,,2,5,Bot,107.35,138.77,166,90.7,66,98.5,2204,6.9,778529,0.005,0,1,39,2,1,3,1,3,3,1,1,3,220,-0.012,-0.217,65.6,6.5,-2,-2,0.233
FF,2025-03-27,97.5,"Skubal, Tarik",669257,669373,,called_strike,2,R,R,L,LAD,DET,,0,0,0.42,1.29,0.14469206831652492,2.7566251946646076,,,,2,4,Bot,,,,,,97.6,2127,6.4,778546,,,,33,1,1,1,1,1,1,1,1,1,151,-0.002,-0.043,,,0,0,0.513
FF,2025-03-30,97.5,"Pearson, Nate",672695,663878,field_out,hit_into_play,5,R,L,R,AZ,CHC,fly_ball,2,1,-0.69,1.41,-0.13208613672337866,2.420126274449076,,,606466,0,7,Bot,64.41,88.62,313,86.7,30,98.3,2382,6.7,778515,0.041,0,1,55,4,1,3,1,3,3,1,1,3,208,-0.072,-0.278,68.5,6.3,-2,-2,0.3
FF,2025-03-27,97.5,"Crochet, Garrett",543760,676979,single,hit_into_play,8,R,R,L,TEX,BOS,ground_ball,1,2,1.22,1.09,-0.16273052868603122,1.6750131148131489,,,,0,5,Bot,78.85,94.42,114,106.4,5,98.5,2483,7,778553,0.545,0.9,1,37,5,2,2,2,2,2,2,2,2,130,0.055,0.508,,,0,0,0.558
FF,2025-03-29,97.5,"Luzardo, Jesús",695578,666200,,foul,2,R,L,L,WSH,PHI,,1,0,1.2,1.18,0.21757926352740542,3.6067789581699032,,,682928,1,1,Bot,,,118,81.9,16,96.7,2315,5.7,778535,,,,7,2,0,0,0,0,0,0,0,0,126,-0.005,-0.056,75.1,6.0,0,0,0.555
FF,2025-03-29,97.5,"Ribalta, Orlando",592206,687377,walk,ball,11,R,R,R,WSH,PHI,,3,2,-0.6,1.4,-0.16181566820493332,4.5285338893502125,,,,1,7,Top,,,,,,98.2,2633,6.5,778535,0.691497,0.7,1,60,6,3,7,7,3,7,3,7,3,209,-0.004,0.339,,,-4,4,0.063
SI,2025-03-29,97.5,"Bautista, Félix",623993,642585,,ball,12,R,L,R,TOR,BAL,,2,0,-0.48,1.62,0.9459062174193391,3.509545428827219,,666182,,2,9,Bot,,,,,,98.2,2382,6.7,778536,,,,80,3,5,9,5,9,9,5,5,9,190,0.002,0.041,,,-4,-4,0.008
SI,2025-03-27,97.5,"Severino, Luis",677594,622663,,ball,13,R,R,R,SEA,ATH,,1,0,-1.17,1.18,-0.6060267417125929,1.1747174289608042,669208,,,2,5,Bot,,,,,,97.2,2159,6.3,778547,,,,37,2,0,1,0,1,1,0,0,1,214,0.003,0.024,,,-1,-1,0.4
FF,2025-03-29,97.5,"Williams, Gavin",664728,668909,,foul,4,R,L,R,KC,CLE,,0,0,-1.24,1.29,-0.33135468981047844,2.7425248181374196,,,,2,3,Bot,,,71,79.3,89,97.6,2292,6.7,778529,,,,24,1,0,2,0,2,2,0,0,2,218,-0.002,-0.043,73.1,7.4,-2,-2,0.282
FF,2025-03-29,97.5,"Williams, Gavin",669004,668909,,ball,11,R,L,R,KC,CLE,,0,2,-0.83,1.47,-0.7969984715646051,4.2709462595676,,,,0,5,Bot,,,,,,98.4,2405,6.7,778529,,,,37,3,1,3,1,3,3,1,1,3,219,0.003,0.024,,,-2,-2,0.276
SI,2025-03-31,97.5,"García, Yimi",657557,554340,,called_strike,9,R,R,R,TOR,WSH,,0,1,-1.48,0.34,0.4221377559716808,2.0040980966203747,,,,1,9,Top,,,,,,96.7,2458,6.1,778507,,,,70,2,5,2,2,5,2,5,2,5,224,0.002,-0.052,,,3,-3,0.987
SI,2025-03-28,97.5,"Leiter, Jack",608324,683004,,called_strike,14,R,R,R,TEX,BOS,,1,0,-0.82,1.52,0.9326175416315936,2.098469467423964,,,,2,1,Top,,,,,,98.7,2466,7.3,778550,,,,3,2,0,0,0,0,0,0,0,0,207,0.001,-0.054,,,0,0,0.537
FF,2025-03-30,97.5,"Megill, Trevor",669224,656730,,called_strike,1,R,L,R,NYY,MIL,,1,0,-0.45,1.77,-0.28591775062833935,3.2976704091702267,,,,2,7,Bot,,,,,,97.8,2434,6.6,778523,,,,60,2,12,3,12,3,3,12,12,3,200,0,-0.054,,,9,9,0.999
SI,2025-03-31,97.5,"Sánchez, Cristopher",687597,650911,,called_strike,4,R,R,L,PHI,COL,,0,0,1.8,0.7,-0.40984336978267777,2.6134101745062246,,,,1,3,Top,,,,,,98.4,2234,7.2,778502,,,,16,1,0,0,0,0,0,0,0,0,122,0.003,-0.039,,,0,0,0.525
FF,2025-03-27,97.5,"Crochet, Garrett",669394,676979,,foul,3,R,R,L,TEX,BOS,,2,2,0.65,1.15,0.36612800303886817,3.426570182125857,,,,0,2,Bot,,,306,92.8,39,98.6,2446,7.1,778553,,,,11,5,0,0,0,0,0,0,0,0,135,0,0,71.1,6.7,0,0,0.548
FF,2025-03-27,97.5,"Smith, Cade",677951,671922,strikeout,swinging_strike,1,R,R,R,KC,CLE,,2,2,-0.57,1.23,-0.8007693211519357,3.2022498898486096,,,,0,6,Bot,,,,,,100.2,2319,7.6,778558,0,0,1,47,7,3,4,3,4,4,3,3,4,211,-0.034,-0.232,69.9,5.6,-1,-1,0.39
FF,2025-03-31,97.5,"Mlodzinski, Carmen",664040,669387,,foul,5,R,L,R,TB,PIT,,1,1,-0.97,0.89,0.25947504311645664,2.096425072365683,,,,1,1,Bot,,,210,73.4,25,98.2,2193,6.5,778508,,,,6,3,0,0,0,0,0,0,0,0,236,-0.004,-0.064,70.3,6.1,0,0,0.525
FF,2025-03-31,97.5,"Bigge, Hunter",502054,685801,field_out,hit_into_play,6,R,R,R,TB,PIT,ground_ball,0,0,-0.37,1.48,0.5275219300248976,2.698701155218007,,,,1,6,Top,124.96,143.07,16,104.6,-8,98.5,2351,6.8,778508,0.308,0,1,43,1,4,0,0,4,0,4,0,4,203,0.01,-0.254,70.2,6.9,4,-4,0.935
FF,2025-03-31,97.5,"Bigge, Hunter",669261,685801,,foul,3,R,L,R,TB,PIT,,0,0,-0.27,1.51,0.33923276331877705,3.1831041064287993,,,,2,7,Top,,,187,72.7,61,98.2,2308,6.7,778508,,,,52,1,5,0,0,5,0,5,0,5,202,0,-0.043,76.8,7.1,5,-5,0.983
FF,2025-03-30,97.5,"deGrom, Jacob",680776,594798,,ball,11,R,L,R,TEX,BOS,,0,0,-0.97,1.16,-1.362006535185836,3.2855928370303906,,,,0,1,Top,,,,,,97.9,2492,6.8,778516,,,,1,1,0,0,0,0,0,0,0,0,224,-0.004,0.041,,,0,0,0.5
FF,2025-03-30,97.5,"Fitts, Richard",669394,690916,field_out,hit_into_play,3,R,R,R,TEX,BOS,fly_ball,1,1,-0.12,1.37,0.4415737037867621,3.111648881805948,,,,0,4,Bot,193.81,113.9,269,96.2,50,97.5,2615,6.6,778516,0.005,0,1,30,3,1,0,1,0,0,1,1,0,197,-0.02,-0.251,76.0,7.3,1,1,0.684
FF,2025-03-31,97.5,"Sims, Lucas",543807,608371,double,hit_into_play,7,R,R,R,TOR,WSH,fly_ball,1,2,-0.77,1.49,-0.4685530875395948,2.093077089570472,,,,2,6,Bot,57.22,105.45,348,108.8,19,96.1,2489,5.8,778507,1.1888285714285716,1.25,1,47,4,4,2,4,2,2,4,4,2,212,0.017,0.657,71.5,7.5,2,2,0.82
FF,2025-03-28,97.5,"Garrett, Reed",670541,657585,,ball,11,R,L,R,HOU,NYM,,1,1,-0.87,1.4,-0.4876132758862941,4.467311178922262,,676694,514888,1,6,Bot,,,,,,95.6,2385,5.8,778518,,,,44,3,1,3,1,3,3,1,1,3,221,0.014,0.048,,,-2,-2,0.325
FF,2025-03-27,97.5,"Abreu, Bryan",596019,650556,,ball,11,R,L,R,HOU,NYM,,1,2,-0.54,1.61,-0.4461141599015963,4.4848632774958475,,,,1,8,Top,,,,,,97,2397,6.4,778559,,,,61,4,3,0,0,3,0,3,0,3,208,-0.003,0.048,,,3,-3,0.956
SI,2025-03-27,97.5,"Skubal, Tarik",571970,669373,,ball,12,R,L,L,LAD,DET,,0,0,0.91,0.92,0.09951642721000109,3.7250001843750975,,,,2,2,Bot,,,,,,97.7,2115,6.4,778546,,,,15,1,1,0,1,0,0,1,1,0,156,0.001,0.037,,,1,1,0.621
FF,2025-03-27,97.5,"Baker, Bryan",672386,641329,,swinging_strike,2,R,R,R,TOR,BAL,,1,1,-0.45,1.6,0.13679509987770022,3.2074141512514993,,,,1,9,Bot,,,,,,97,2361,6.3,778556,,,,77,3,2,12,2,12,12,2,2,12,201,0,-0.064,73.0,5.8,-10,-10,0.001
SI,2025-03-31,97.5,"Morejon, Adrian",608070,670970,strikeout,foul_tip,5,R,R,L,SD,CLE,,1,2,1.13,1.28,0.06932834707546842,2.313250789240342,,,,0,8,Top,,,,,,96.5,2347,6.4,778499,0,0,1,64,4,7,2,2,7,2,7,2,7,146,0.006,-0.189,70.2,7.1,5,-5,0.984
FF,2025-03-28,97.5,"Keller, Brad",606466,641745,,foul,8,R,L,R,AZ,CHC,,1,1,-0.16,1.09,-0.1633448360761923,1.8240672094640407,,,,0,7,Bot,,,2,67.4,-37,96.3,2262,5.8,778543,,,,57,3,6,1,6,1,1,6,6,1,201,-0.001,-0.061,76.6,7.9,5,5,0.986
FF,2025-03-27,97.5,"Skenes, Paul",663743,694973,,foul,2,R,R,R,MIA,PIT,,3,2,-1.16,1.25,-0.15669878563007544,3.0225830929871327,,,,0,6,Bot,,,,,,97.4,2147,6.7,778562,,,,44,6,1,4,1,4,4,1,1,4,244,0,0,74.3,7.0,-3,-3,0.17
FF,2025-03-30,97.5,"Baker, Bryan",623993,641329,,swinging_strike,2,R,L,R,TOR,BAL,,0,0,-0.52,1.62,0.12224841150450894,2.8783763777037197,,,666182,2,7,Bot,,,,,,97.6,2370,6.4,778525,,,,60,1,3,1,3,1,1,3,3,1,199,-0.002,-0.042,71.9,8.0,2,2,0.874
FF,2025-03-30,97.5,"Baker, Bryan",623993,641329,,ball,12,R,L,R,TOR,BAL,,1,1,-0.37,1.65,0.7933617818292562,3.832964585460717,,,666182,2,7,Bot,,,,,,97.5,2451,6.4,778525,,,,60,3,3,1,3,1,1,3,3,1,195,0.002,0.054,,,2,2,0.873
FF,2025-03-27,97.4,"Ragans, Cole",467793,666142,,ball,11,R,R,L,KC,CLE,,0,2,0.53,1.16,-1.302370517856466,3.8170607460486594,680757,,657041,1,1,Top,,,,,,97.2,2438,6.1,778558,,,,4,3,0,0,0,0,0,0,0,0,145,-0.006,0.026,,,0,0,0.461
SI,2025-03-31,97.4,"Sánchez, Cristopher",571657,650911,field_out,hit_into_play,8,R,R,L,PHI,COL,ground_ball,0,0,1.55,0.5,0.21308729720869835,2.099508269939137,,,,2,2,Top,110.42,152.19,13,93.4,-8,98.7,2082,7.2,778502,0.202,0,1,10,1,0,0,0,0,0,0,0,0,127,0.011,-0.26,68.7,6.8,0,0,0.54
FF,2025-03-30,97.4,"Baker, Bryan",695238,641329,,foul,12,R,L,R,TOR,BAL,,1,2,-0.32,1.39,0.3189925178151314,3.5602021526501857,,543807,,1,8,Bot,,,154,80.7,11,97.5,2458,6.4,778525,,,,67,4,3,1,3,1,1,3,3,1,199,0,0,61.4,4.5,2,2,0.942
FF,2025-03-27,97.4,"Santillan, Tony",666149,663574,strikeout,swinging_strike,2,R,R,R,CIN,SF,,2,2,-0.68,1.23,-0.09530601732576294,3.4957949077711823,,,,1,8,Top,,,,,,96.6,2448,5.8,778561,0,0,1,56,5,3,2,2,3,2,3,2,3,222,0.035,-0.228,69.3,6.2,1,-1,0.805
SI,2025-03-28,97.4,"García, Yimi",663624,554340,,called_strike,8,R,R,R,TOR,BAL,,0,0,-1.37,0.83,0.2726338368057244,2.3297635412795934,,,,2,7,Top,,,,,,97.1,2515,6.3,778549,,,,54,1,6,2,2,6,2,6,2,6,229,0.001,-0.043,,,4,-4,0.966
SI,2025-03-28,97.4,"Morejon, Adrian",671739,670970,,ball,4,R,L,L,SD,ATL,,0,0,1.31,0.66,-0.7882731097530444,2.668610191715744,,542303,,1,6,Top,,,,,,96.7,2431,6.4,778542,,,,50,1,3,3,3,3,3,3,3,3,155,-0.003,0.028,,,0,0,0.469
FF,2025-03-31,97.4,"Glasnow, Tyler",621566,607192,,called_strike,8,R,L,R,LAD,ATL,,1,0,-0.4,1.28,0.02312138324587515,2.096354450348276,,,,2,1,Top,,,,,,100.3,2297,7.8,778500,,,,3,2,0,0,0,0,0,0,0,0,200,0.001,-0.054,,,0,0,0.537
FF,2025-03-27,97.4,"Nelson, Ryne",665804,669194,double,hit_into_play,8,R,R,R,AZ,CHC,line_drive,1,2,-0.28,1.63,-0.2651102039396412,1.970107640579656,683737,691718,807713,2,5,Top,109.41,65.64,334,100.5,17,98.9,2389,7.2,778552,0.527,1.25,1,46,4,3,4,4,3,7,3,7,3,191,-0.252,0.813,72.8,7.3,-1,1,0.361
FF,2025-03-28,97.4,"Morejon, Adrian",663586,670970,,foul_tip,5,R,R,L,SD,ATL,,1,1,0.65,1.4,0.16299439109580105,2.660995247055674,,,,1,5,Top,,,,,,97.6,2599,6.5,778542,,,,42,3,3,3,3,3,3,3,3,3,148,0.006,-0.064,76.6,6.8,0,0,0.531
SI,2025-03-29,97.4,"Soriano, José",672820,667755,field_out,hit_into_play,14,R,R,R,CWS,LAA,ground_ball,0,2,-0.69,-0.15,0.8845079774303077,2.122779915535174,,,,1,2,Bot,120.98,180.83,1,63.6,-55,98,1842,6.7,778534,0.233,0,1,15,4,0,0,0,0,0,0,0,0,232,-0.01,-0.163,73.1,7.3,0,0,0.521
